v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,worri hope photo shoot went well spif fun workag,,,
ham,freez crave ice fml,,,
ham,kay sinc alreadi,,,
ham,eh sorri leh din c ur msg sad alreadi lar watch tv u still offic,,,
ham,yo im right yo work,,,
ham,ok darlin supos ok worri much film stuff mate babysit call xx,,,
ham,said u mind go bedroom minut ok sed sexi mood came NUMBER minut latr wid cake n wife,,,
ham,wake sinc check stuff saw true avail space pl call embassi send mail,,,
ham,nope juz work,,,
ham,huh fast dat mean u havent finish paint,,,
ham,number u live NUMBER,,,
ham,put parti NUMBER day week studi lightli think need draw custom checkbox know hardcor,,,
ham,sac score big hundr set batsman,,,
ham,send yetti number pl,,,
ham,much cost approx per month,,,
ham,ok theori test ì_ go book think NUMBER may coz thought wanna go jiayin isnt free,,,
spam,contact date servic someon know find call land line NUMBER pobox45w2tg150p,,,
ham,fine give call know want question,,,
ham,sorri got late start way,,,
ham,u go back urself lor,,,
ham,ga station go,,,
ham,k u bore come home,,,
ham,babe love cover face kiss,,,
ham,like made throw smoke friend car one time awesom,,,
ham,still check da,,,
ham,go walmart stay,,,
ham,forgotten might coupl buck send tomorrow k love ya,,,
ham,oh great disturb talk,,,
ham,revers cheat mathemat,,,
ham,u welcom caught u use broken english,,,
ham,problem babi good time talk call left messag,,,
ham,sorri call later,,,
ham,oh brand,,,
ham,sorri cant take call right happen r 2waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that see major person guid right insur,,,
ham,time come,,,
ham,call say come today ok tell fool like ok,,,
ham,email yifeng part oredi ì_ get fr,,,
ham,r u sure understand wine good idea slurp,,,
ham,minimum walk 3mile day,,,
ham,ok problem get taxi c ing tomorrow tuesday tuesday think r go cinema,,,
ham,brainless babi doll vehicl sariyag drive madok barolla,,,
ham,run away frm u walk slowli amp kill u care enough stop,,,
spam,sorri miss call let talk time NUMBER,,,
ham,pleas attend phone,,,
ham,hate call didnt accept even singl call mine even messag,,,
ham,messag phone hold,,,
ham,free,,,
ham,yo trip got postpon still stock,,,
ham,sorri call later,,,
ham,wait call sir,,,
ham,hey repli pa,,,
ham,hey elain today meet still,,,
ham,sorri gone place tomorrow realli sorri,,,
ham,tiim let hug break tear,,,
ham,tomorrow go theatr come wherev u call tell come tomorrow,,,
ham,electr went fml,,,
ham,look like found someth smoke great job,,,
ham,also andro ice etc etc,,,
ham,,,,
ham,good afternon love today hope good mayb interview wake miss babe passion kiss across sea,,,
ham,yup wun believ wat u realli neva c e msg sent shuhui,,,
ham,how watch resiz,,,
ham,dear umma call,,,
ham,finish miss plenti,,,
spam,complimentari NUMBER star ibiza holiday å NUMBER NUMBER cash need urgent collect NUMBER landlin lose box434sk38wp150ppm18,,,
ham,well meant oppos drunken night,,,
ham,k must book huh go yoga basic sunday,,,
spam,free msg bill mobil number mistak shortcod NUMBER pleas call NUMBER charg refund call free bt landlin,,,
ham,ok,,,
ham,oop mum somerset bit far back tomo see soon x,,,
ham,u workin overtim nigpun,,,
ham,kalli dismissi 2nd test,,,
ham,guess got screwd,,,
spam,pleas call NUMBER immedi urgent messag wait,,,
ham,meet call later,,,
ham,r u cook dinner,,,
ham,ok thanx,,,
ham,bull plan go float ikea without care world live mess anoth day,,,
ham,buy,,,
spam,urgent mobil number award å NUMBER bonu caller prize call NUMBER land line valid 12hr,,,
ham,heehe funni tho,,,
ham,simpl arithmet percentag,,,
ham,yeah leav hour least NUMBER sound,,,
spam,valu custom pleas advis follow recent review mob award å NUMBER bonu prize call NUMBER,,,
ham,thank honey great day,,,
ham,amaz quot sometim life difficult decid what wrong lie bring smile truth bring tear,,,
ham,good night dear sleepwel amp take care,,,
ham,ì_ ask dad pick ì_ lar ìï wan NUMBER stay NUMBER meh,,,
ham,ju chillaxin,,,
ham,hey da cool iknow NUMBER wellda peril studentfinanci crisi spk NUMBER u l8r,,,
ham,beauti truth graviti read care heart feel light someon feel heavi someon leav goodmorn,,,
spam,want new nokia 3510i colour phone deliveredtomorrow NUMBER free minut mobil NUMBER free text free camcord repli call NUMBER,,,
ham,what come hill monster hope great day thing r go fine busi though,,,
ham,joy father john john ____ joy father u an th hav lt gt iq ti ia question tri answer,,,
ham,ill obey,,,
ham,didnt search onlin let know,,,
ham,need go get,,,
ham,pic pleas send,,,
ham,remain bro amongst bro,,,
ham,uhhhhrmm isnt tb test bad your sick,,,
ham,haf enuff space got like NUMBER mb,,,
spam,life never much fun great came made truli special forget enjoy emailadress one gbp sm,,,
spam,want new video phone NUMBER anytim network min NUMBER inclus video call download NUMBER per week free deltomorrow call NUMBER repli,,,
spam,valu custom pleas advis follow recent review mob award å NUMBER bonu prize call NUMBER,,,
spam,welcom pleas repli age gender begin e g 24m,,,
spam,freemsg NUMBER month unlimit free call activ smartcal txt call NUMBER subscriptn3gbp wk unlimit call help NUMBER stop txt stop landlineonli,,,
spam,mobil NUMBER mth updat latest orang camera video phone free save å free text weekend call text ye callback orno opt,,,
spam,new NUMBER club dont fink met yet b gr8 NUMBER c u pleas leav msg 2day wiv ur area NUMBER repli promis carli x callså NUMBER minmobsmor lkpobox177hp51fl,,,
ham,true easier,,,
ham,sure sinc parent work tuesday realli need cover stori,,,
ham,haha okay today weekend leh,,,
ham,hi darlin youphon im athom youwanna chat,,,
ham,know jack shit anyth say ask someth help want pretend text whatev respons hypotheticalhuagauahahuagahyuhagga,,,
ham,alway braini one,,,
ham,yeah get random dude need chang info sheet parti lt gt NUMBER never studi safe,,,
spam,camera award sipix digit camera call NUMBER fromm landlin deliveri within NUMBER day,,,
ham,christma occas celebr reflect ur valu desir affect amp tradit ideal christma,,,
ham,send greet joy happi gr8 even,,,
ham,hi darlin cantdo anythingtomorrow mypar aretak outfor meal u free katexxx,,,
ham,india win level seri mean record,,,
ham,plan,,,
ham,good hear,,,
ham,awesom deal gate charl told last night uh yeah,,,
ham,time thinkin goin,,,
spam,get free mobil video player free movi collect text go NUMBER free extra film order c appli NUMBER yr,,,
spam,save money wed lingeri url bridal petticoatdream co uk choos superb select nation deliveri brought weddingfriend,,,
ham,board work fine issu overh also reslov still softwar inst pend come around NUMBER clock,,,
ham,ye care caus know,,,
ham,wiskey brandi rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukk,,,
ham,mon oki lor haha best cheap n gd food la ex oso oki depend whether wana eat western chines food den u prefer,,,
ham,sit ard noth lor u leh busi w work,,,
ham,lt gt k oh send home sale,,,
ham,sorri mail,,,
ham,ya tell abt tht incid,,,
ham,ye outsid like NUMBER hour call whole famili wake caus start NUMBER,,,
ham,ugh got outta class,,,
ham,nowaday peopl notixiqu laxinorf opportun bambl entrop ever oblising opt ur book masteriast amplikat fidalf champlaxig think atroci wotz ur opinion junna,,,
ham,dont file bag work call tell find anyth room,,,
ham,need lar ju test e phone card dunno network gd thk wait NUMBER si NUMBER finish bath bath dun disturb u liao u clean ur room,,,
ham,ok right later,,,
ham,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni8,,,
ham,lunch come quickli open door,,,
spam,heard u4 call night knicker make beg like u last time NUMBER xx luv nikiyu4 net,,,
ham,back bit long co accid a30 divert via wadebridg brilliant weekend thank speak soon lot love,,,
ham,k yan jiu liao sat go NUMBER bugi vill one frm NUMBER NUMBER den hop parco NUMBER nb sun go cine frm NUMBER NUMBER den hop orc mrt NUMBER hip hop NUMBER,,,
spam,bloomberg messag center NUMBER wait appli futur http career bloomberg com,,,
ham,seek ladi street freak sheet,,,
ham,phone,,,
ham,haha figur well found piec priscilla bowl,,,
ham,actual fuck whatev find excus tampa point januari though,,,
spam,urgent tri contact u today draw show å NUMBER prize guarante call NUMBER land line claim m95 valid12hr,,,
ham,yay final lol miss cinema trip last week,,,
ham,day work day except saturday sunday,,,
ham,aathi dear,,,
ham,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream,,,
ham,think û wait bu inform get ever get,,,
ham,get back time soon,,,
ham,thing quick question,,,
ham,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng,,,
ham,probabl come everybodi done around lt gt right,,,
ham,got new year co yetund said want surpris didnt see money return mid januari lt gt day return period end,,,
ham,ask around lot term mid,,,
ham,sure check yahoo email sent photo yesterday,,,
ham,look,,,
ham,wherr boytoy,,,
spam,want new video phone750 anytim network min NUMBER text five pound per week call NUMBER repli deliveri tomorrow,,,
ham,hello love goe day wish well fine babe hope find job prospect miss boytoy teas kiss,,,
ham,tell bad charact u dnt lik tri chang lt gt add tat NUMBER new year resolut wait ur repli frank good morn,,,
ham,got rumour go buy apart chennai,,,
ham,yeah probabl earlier,,,
ham,chang window logoff sound,,,
ham,still check da,,,
ham,also came room,,,
ham,huh got lesson NUMBER lei n thinkin go sch earlier n tot parkin kent vale,,,
ham,ok,,,
ham,reach offic around lt decim gt amp mobil problem cann get voic call asa free,,,
ham,cool text head,,,
spam,contact date servic someon know find call land line NUMBER pobox45w2tg150p,,,
spam,wan2 win meet greet westlif NUMBER u m8 current tour NUMBER unbreak NUMBER untam NUMBER unkempt text NUMBER NUMBER NUMBER NUMBER cost 50p std text,,,
ham,happi birthday may u find ur princ charm soon n dun work hard,,,
ham,oh grand bit parti mention cover charg probabl first come first serv,,,
ham,said went back bed sleep anyth,,,
ham,hope arnt piss id would realli like see tomorrow love xxxxxxxxxxxxxx,,,
spam,dorothyemailadresskief com bank granit issu strong buy explos pick member NUMBER nasdaq symbol cdgt dollar5 NUMBER per,,,
ham,say lt gt year old man money last lt gt still wait check,,,
ham,come ur home,,,
ham,free day finish NUMBER mon n thur,,,
ham,food,,,
ham,life all mone eppolum oru pole allalo,,,
ham,nite,,,
ham,two fundament cool life walk," like you are the KING\""...! OR \""Walk like you Dont care","whoever is the KING\""!... Gud nyt""",
ham,camera quit good NUMBER 1mega pixel 3optic 5digit doom love holiday safe hope hav good journey happi new year see coupl week,,,
ham,hi petey noiåõm ok want NUMBER chat coz avent spoken NUMBER u NUMBER long time hope ur doin alrit good nit js love ya x,,,
ham,saw ron burgundi captain parti boat yeah,,,
ham,seriou money base,,,
ham,alreadi one guy love,,,
ham,staff placement train amrita colleg,,,
ham,alway chat fact need money rais,,,
ham,job profil seem like bpo,,,
ham,well give co said û one nighter persev found one cheap apologis advanc somewher sleep isnt,,,
ham,think actual talk call boss morn went place last year told could go get car fix cheaper kept tell today much hope would come back alway regret get number etc,,,
ham,will go app class,,,
ham,hang brother famili,,,
ham,reach NUMBER tell dont know,,,
ham,hey go quit soon xuhui work till end month,,,
ham,im sorri bout last nite wasnåõt ur fault spous pmt sumthin u 4give think u shldxxxx,,,
ham,tri neva mate,,,
ham,yeah pretti much best case scenario,,,
ham,free today haf NUMBER pick parent tonit,,,
ham,hey babe far NUMBER spun NUMBER spk da mo dead NUMBER da wrld sleep da sofa day, HAD A COOL NYTHO, TX 4 FONIN HON," CALL 2MWEN IM BK FRMCLOUD 9! J X\"""""
ham,send naughti pix,,,
spam,å NUMBER winner guarante caller prize final attempt contact claim call NUMBER 150ppmpobox10183bhamb64x,,,
spam,xma new year eve ticket sale club day 10am till 8pm thur fri sat night week sell fast,,,
ham,tyler get 8th leav long NUMBER get like hour,,,
ham,prepar pound everi night,,,
ham,actual mobil full msg work onlin need send lt gt sent msg wil explain u later,,,
ham,sorri call later,,,
ham,good even,,,
ham,home pleas call,,,
ham,oic co n si got lunch today dad went dunno whether NUMBER eat sch wat,,,
ham,mmmmm sooooo good wake word morn love mmmm fuck love lion devour kiss across sea,,,
ham,pleas inform applic airtel broadband process success instal happen within NUMBER day,,,
ham,happen dear silent tens,,,
ham,get NUMBER unless guy want come time sooner,,,
ham,cough noth,,,
ham,ìï come lt NUMBER n pass lar,,,
ham,e person e sm survey,,,
ham,lol ok ill tri send warn sprint dead slow prolli get tomorrow,,,
ham,thank meet monday,,,
ham,th gower mate r u man good wale ill b back åômorrow c u wk msg NUMBER åð random,,,
spam,rock yr chik get NUMBER filthi film xxx pic yr phone rpli filth NUMBER saristar ltd e14 9yt NUMBER 450p per NUMBER day stop2 cancel,,,
ham,singl line big mean miss anyth NUMBER ur best life," don't miss ur best life for anything... Gud nyt...""",,
ham,got like dollar lt gt get later though get whatev feel like,,,
ham,dad want talk apart got late start omw,,,
ham,love,,,
ham,lol u still feel sick,,,
ham,din tell u ju NUMBER,,,
ham,eye philosophi,,,
spam,next month get upto NUMBER call NUMBER ur standard network charg NUMBER activ call NUMBER c wire3 net 1st4term pobox84 m26 3uz cost å NUMBER NUMBER min mobcudb,,,
ham,ok lor town lei,,,
ham,alreadi sabarish ask go,,,
ham,da vijay go talk jaya tv,,,
spam,urgent tri contact u today draw show å NUMBER prize guarante call NUMBER land line claim j89 po box245c2150pm,,,
ham,lol know hey someon great inperson flea forum love,,,
spam,text banneduk NUMBER see cost 150p textoper g696ga NUMBER xxx,,,
ham,still chanc search hard get let tri,,,
spam,auction round NUMBER highest bid å NUMBER next maximum bid å NUMBER bid send bid e g NUMBER bid å NUMBER NUMBER good luck,,,
ham,alway celebr ny famili,,,
ham,know taj mahal symbol love lesser known fact NUMBER mumtaz shahjahan 4th wife NUMBER wife NUMBER shahjahan kill mumtaz husband marri NUMBER mumtaz die lt gt th deliveri NUMBER marri mumtaz sister question aris hell love great hari,,,
ham,ok come home vl nice meet v chat,,,
